request_id,student_id,book_id,loan_date,return_date
17702,3780,95,2023-08-26,2023-09-09
17703,1148,43,2021-03-16,2021-03-26
17704,4452,96,2024-03-09,2024-03-31
17705,3825,13,2022-01-04,2022-01-13
17706,4481,89,2021-05-20,2021-05-30
17707,4557,50,2020-05-04,2020-05-11
17708,2809,1,2022-05-13,2022-05-20
17709,1380,97,2021-01-22,2021-02-16
17710,1138,68,2022-06-29,2022-07-14
17711,2986,60,2021-03-04,2021-03-18
17712,3978,49,2020-09-27,2020-10-25
17713,4548,43,2022-02-23,2022-03-08
17714,2139,15,2022-01-20,2022-01-28
17715,3478,32,2023-06-18,2023-07-17
17716,2408,65,2023-08-21,2023-09-02
17717,4899,93,2021-10-11,2021-11-07
17718,1995,52,2020-03-13,2020-04-10
17719,4861,22,2022-11-05,2022-11-20
17720,2096,92,2022-06-06,2022-07-06
17721,1991,13,2021-02-26,2021-03-28
17722,4585,57,2022-10-07,2022-10-14
17723,2858,11,2024-01-22,2024-02-19
17724,3166,27,2020-04-17,2020-04-26
17725,3965,75,2022-08-23,2022-08-30
17726,1097,55,2022-08-28,2022-09-24
17727,1194,27,2022-04-11,2022-04-26
17728,1844,75,2019-07-08,2019-07-21
17729,4196,28,2020-02-22,2020-03-20
17730,4249,100,2021-11-13,2021-12-07
17731,4459,96,2020-02-26,2020-03-14
17732,3505,48,2021-04-11,2021-05-07
17733,4068,52,2021-07-01,2021-07-27
17734,2341,37,2022-01-13,2022-01-31
17735,1241,10,2019-09-30,2019-10-08
17736,3708,63,2019-09-30,2019-10-22
17737,1502,55,2021-11-09,2021-11-19
17738,3883,89,2020-05-06,2020-05-13
17739,3368,59,2019-09-30,2019-10-14
17740,1845,81,2020-06-19,2020-06-28
17741,4143,42,2021-01-11,2021-01-30
17742,4709,14,2020-03-18,2020-03-28
17743,3735,89,2020-07-23,2020-08-12
17744,2641,25,2021-08-23,2021-09-06
17745,2102,1,2023-11-17,2023-12-16
17746,4642,10,2023-02-12,2023-03-01
17747,1978,80,2019-11-02,2019-11-20
17748,1528,95,2024-01-12,2024-01-22
17749,2544,95,2022-08-05,2022-08-25
17750,3879,28,2019-11-25,2019-12-10
17751,3169,37,2020-10-05,2020-10-30
17752,3938,26,2020-01-19,2020-02-14
17753,3939,8,2023-03-05,2023-04-03
17754,3345,46,2021-04-13,2021-05-05
17755,3219,7,2020-06-20,2020-06-27
17756,4399,80,2022-11-11,2022-11-21
17757,3977,73,2019-07-06,2019-07-17
17758,2788,20,2023-09-02,2023-09-28
17759,4392,7,2023-06-05,2023-06-15
17760,2354,36,2021-11-15,2021-12-03
17761,1674,87,2021-11-26,2021-12-03
17762,2012,3,2019-09-27,2019-10-15
17763,3747,13,2020-08-31,2020-09-27
17764,1790,34,2021-04-29,2021-05-21
17765,1612,54,2021-07-10,2021-08-02
17766,1296,51,2020-04-17,2020-05-06
17767,4978,84,2021-06-19,2021-07-18
17768,4050,77,2021-02-26,2021-03-11
17769,4964,99,2023-02-21,2023-03-21
17770,2695,77,2023-06-11,2023-07-01
17771,3362,60,2022-05-10,2022-05-18
17772,3877,29,2023-04-28,2023-05-20
17773,2517,65,2021-10-06,2021-10-20
17774,3039,4,2023-03-27,2023-04-07
17775,3376,63,2022-06-07,2022-06-30
17776,3577,32,2020-10-23,2020-11-05
17777,1921,20,2024-05-10,2024-05-20
17778,3745,28,2020-07-22,2020-08-02
17779,2826,62,2020-02-03,2020-03-04
17780,2305,9,2021-05-31,2021-06-20
17781,4593,89,2020-07-13,2020-08-11
17782,4637,63,2020-12-30,2021-01-19
17783,3484,7,2019-06-12,2019-07-12
17784,3342,82,2020-07-16,2020-08-04
17785,1525,68,2022-07-18,2022-08-06
17786,3754,50,2021-08-11,2021-08-21
17787,4153,74,2020-07-18,2020-08-10
17788,2366,3,2020-01-10,2020-02-04
17789,3275,85,2023-09-27,2023-10-22
17790,4651,28,2021-09-14,2021-10-02
17791,1349,86,2020-01-28,2020-02-18
17792,1070,96,2024-02-07,2024-02-23
17793,4965,63,2023-08-11,2023-08-28
17794,1133,17,2021-02-19,2021-03-01
17795,2547,18,2019-06-02,2019-06-28
17796,3772,91,2019-08-31,2019-09-30
17797,4099,17,2024-01-02,2024-01-12
17798,1347,15,2023-10-07,2023-11-01
17799,1714,98,2021-03-12,2021-04-10
17800,3399,8,2023-09-04,2023-10-04
17801,2867,67,2019-10-21,2019-11-10
17802,4430,95,2020-10-21,2020-11-04
17803,1955,14,2024-02-14,2024-03-12
17804,4572,64,2023-03-18,2023-03-28
17805,1701,45,2023-03-22,2023-03-31
17806,1819,91,2019-11-24,2019-12-21
17807,2458,78,2023-08-06,2023-08-15
17808,2012,81,2021-10-12,2021-10-24
17809,2854,6,2022-02-05,2022-02-13
17810,2880,32,2023-11-07,2023-12-03
17811,4921,60,2020-01-18,2020-02-10
17812,1497,2,2021-07-05,2021-07-23
17813,3196,93,2022-08-15,2022-09-05
17814,1256,88,2021-05-25,2021-06-06
17815,3985,80,2023-07-14,2023-08-10
17816,1463,95,2020-04-03,2020-04-27
17817,3751,3,2022-05-03,2022-05-16
17818,3656,87,2022-07-05,2022-07-12
17819,1960,84,2024-02-13,2024-03-01
17820,4956,75,2021-04-04,2021-04-16
17821,4044,45,2022-12-03,2022-12-22
17822,3055,50,2019-09-23,2019-10-07
17823,3497,44,2021-12-16,2022-01-08
17824,4419,96,2021-03-07,2021-03-17
17825,4385,52,2022-03-13,2022-03-21
17826,1143,1,2022-01-25,2022-02-02
17827,1238,84,2020-09-26,2020-10-09
17828,3284,16,2019-09-30,2019-10-26
17829,1947,33,2023-07-10,2023-07-26
17830,1069,31,2023-10-15,2023-10-24
17831,1801,30,2021-05-20,2021-06-18
17832,4862,78,2022-04-23,2022-05-01
17833,1012,94,2023-10-24,2023-11-01
17834,3010,75,2022-03-28,2022-04-22
17835,2113,86,2021-03-07,2021-03-17
17836,4404,53,2021-12-15,2022-01-12
17837,1963,38,2020-03-18,2020-04-11
17838,2074,35,2023-05-21,2023-06-01
17839,2505,10,2021-03-07,2021-03-23
17840,2131,80,2022-08-01,2022-08-16
17841,4625,26,2022-01-18,2022-02-03
17842,3429,10,2023-11-12,2023-11-22
17843,4511,32,2024-03-10,2024-03-29
17844,4655,86,2022-12-05,2022-12-29
17845,1351,26,2022-04-06,2022-04-27
17846,3281,100,2022-05-09,2022-05-18
17847,1667,83,2022-04-12,2022-04-27
17848,3331,52,2022-11-29,2022-12-28
17849,3021,30,2021-03-17,2021-04-13
17850,2550,100,2022-07-20,2022-07-28
17851,4923,8,2019-08-28,2019-09-15
17852,3216,82,2019-07-18,2019-07-28
17853,1197,5,2021-01-27,2021-02-12
17854,3480,51,2023-10-12,2023-11-10
17855,4295,46,2019-10-17,2019-11-08
17856,3187,2,2022-03-13,2022-03-23
17857,4529,44,2020-01-27,2020-02-07
17858,2371,17,2024-03-21,2024-04-11
17859,3114,52,2021-07-08,2021-07-31
17860,1118,5,2022-06-20,2022-06-28
17861,1330,25,2020-02-29,2020-03-07
17862,4978,78,2021-02-22,2021-03-19
17863,3460,24,2021-10-22,2021-11-19
17864,1242,92,2022-08-11,2022-09-04
17865,4992,50,2023-10-02,2023-10-31
17866,3981,29,2022-02-07,2022-02-16
17867,3139,29,2022-11-04,2022-11-30
17868,1415,94,2019-09-16,2019-10-06
17869,3519,47,2023-09-18,2023-10-03
17870,3072,86,2019-06-17,2019-07-06
17871,2833,26,2019-09-27,2019-10-24
17872,2103,36,2022-11-09,2022-11-23
17873,1614,44,2023-10-10,2023-10-21
17874,1796,53,2020-01-26,2020-02-04
17875,1352,39,2022-01-24,2022-02-23
17876,3065,29,2023-08-29,2023-09-07
17877,3486,58,2019-11-04,2019-11-30
17878,2988,33,2020-04-30,2020-05-16
17879,2474,14,2022-01-27,2022-02-18
17880,3339,73,2020-05-27,2020-06-05
17881,2963,51,2023-02-07,2023-02-24
17882,3704,77,2020-06-28,2020-07-06
17883,3396,70,2023-04-17,2023-04-30
17884,1478,33,2024-01-31,2024-02-21
17885,2620,79,2020-10-14,2020-10-31
17886,2701,92,2020-09-15,2020-10-01
17887,4367,29,2022-04-01,2022-04-26
17888,1472,69,2023-11-10,2023-11-26
17889,3168,38,2022-12-03,2022-12-16
17890,3431,7,2021-08-24,2021-09-12
17891,1331,94,2024-01-02,2024-01-22
17892,4099,45,2021-12-14,2022-01-08
17893,1608,33,2024-05-08,2024-06-01
17894,2587,54,2022-04-28,2022-05-16
17895,4708,54,2022-08-07,2022-08-23
17896,4206,81,2019-06-16,2019-06-27
17897,1067,56,2022-12-26,2023-01-03
17898,3116,70,2023-12-05,2023-12-25
17899,1506,89,2021-09-24,2021-10-18
17900,3051,57,2021-09-06,2021-09-21
17901,1296,48,2022-01-20,2022-02-11
17902,2120,63,2023-08-11,2023-09-08
17903,3951,7,2022-09-03,2022-09-25
17904,2981,1,2023-03-26,2023-04-14
17905,4725,87,2020-02-22,2020-03-01
17906,4299,50,2021-11-08,2021-12-05
17907,3570,29,2022-11-23,2022-12-03
17908,4865,33,2022-11-08,2022-11-28
17909,4146,45,2020-02-08,2020-02-29
17910,1092,90,2019-06-10,2019-07-06
17911,3252,86,2020-08-18,2020-08-31
17912,1134,76,2024-04-10,2024-04-27
17913,2215,16,2024-02-26,2024-03-21
17914,3632,63,2019-05-22,2019-06-21
17915,2909,67,2020-06-24,2020-07-13
17916,3987,28,2019-08-02,2019-08-31
17917,3283,67,2020-03-21,2020-04-10
17918,4546,88,2023-07-26,2023-08-21
17919,1986,16,2022-09-03,2022-09-25
17920,1557,58,2023-07-25,2023-08-01
17921,3253,75,2021-11-13,2021-11-26
17922,4935,21,2022-03-05,2022-03-25
17923,3386,68,2021-04-10,2021-04-26
17924,1270,76,2021-03-19,2021-04-01
17925,2828,18,2022-12-07,2023-01-06
17926,1612,22,2021-10-26,2021-11-19
17927,1461,44,2024-04-14,2024-05-10
17928,2027,34,2019-10-27,2019-11-06
17929,4253,46,2022-02-13,2022-02-22
17930,2172,61,2023-04-02,2023-05-02
17931,2138,15,2020-04-30,2020-05-28
17932,2297,83,2020-08-19,2020-09-10
17933,2706,68,2021-06-11,2021-07-06
17934,1731,24,2022-11-24,2022-12-02
17935,2979,3,2021-07-24,2021-08-12
17936,4003,9,2021-06-05,2021-06-24
17937,3276,45,2020-11-15,2020-12-12
17938,2468,82,2020-10-04,2020-10-29
17939,2583,69,2021-10-19,2021-11-12
17940,3794,41,2023-04-26,2023-05-07
17941,3667,44,2020-10-01,2020-10-25
17942,1147,8,2020-02-21,2020-03-07
17943,3274,30,2020-04-29,2020-05-26
17944,3098,51,2023-11-02,2023-11-11
17945,4842,51,2021-01-04,2021-02-02
17946,4747,16,2020-09-03,2020-09-28
17947,4538,28,2020-02-13,2020-02-23
17948,1151,18,2020-03-15,2020-04-06
17949,3380,35,2021-08-21,2021-09-07
17950,2690,76,2023-03-28,2023-04-25
17951,3445,10,2019-08-31,2019-09-22
17952,4967,50,2023-02-01,2023-03-01
17953,4256,32,2020-09-04,2020-09-21
17954,3721,40,2022-09-14,2022-09-27
17955,1120,39,2023-08-01,2023-08-17
17956,1054,48,2022-10-21,2022-11-01
17957,2195,97,2023-05-24,2023-06-16
17958,1913,91,2023-11-27,2023-12-23
17959,1746,76,2021-02-02,2021-02-14
17960,3123,89,2020-12-27,2021-01-26
17961,2473,7,2021-03-21,2021-04-13
17962,4688,86,2022-02-14,2022-03-06
17963,2971,96,2021-07-16,2021-07-23
17964,4900,89,2023-12-31,2024-01-18
17965,2971,3,2023-03-07,2023-04-01
17966,3084,51,2021-06-29,2021-07-10
17967,4920,38,2022-03-27,2022-04-07
17968,1966,8,2021-12-31,2022-01-22
17969,2694,17,2022-12-18,2022-12-26
17970,2899,87,2021-05-26,2021-06-21
17971,3954,63,2019-10-22,2019-11-04
17972,1948,7,2021-02-17,2021-03-17
17973,2042,9,2020-05-13,2020-06-01
17974,4419,10,2023-09-21,2023-10-15
17975,4250,39,2024-01-18,2024-02-06
17976,1237,40,2020-06-17,2020-07-05
17977,3303,51,2020-09-18,2020-09-30
17978,4507,29,2020-05-10,2020-05-20
17979,1495,3,2020-10-09,2020-10-31
17980,4594,45,2021-03-18,2021-03-28
17981,1575,95,2020-08-23,2020-09-10
17982,3053,14,2019-10-05,2019-10-21
17983,4560,88,2021-05-05,2021-06-01
17984,1142,44,2019-10-05,2019-10-17
17985,2539,42,2020-12-29,2021-01-21
17986,3025,85,2023-05-31,2023-06-22
17987,2492,29,2020-11-24,2020-12-05
17988,1229,40,2022-08-03,2022-08-13
17989,4527,74,2020-12-13,2020-12-21
17990,2422,16,2021-02-01,2021-02-26
17991,2445,39,2019-10-13,2019-11-07
17992,1825,18,2023-05-26,2023-06-05
17993,3933,28,2020-05-08,2020-06-03
17994,4054,64,2019-12-30,2020-01-13
17995,4407,4,2019-11-20,2019-12-07
17996,4242,65,2023-06-10,2023-07-03
17997,2407,17,2021-01-14,2021-02-03
17998,2904,37,2023-04-05,2023-04-17
17999,1446,61,2020-03-14,2020-04-07
18000,4293,18,2021-09-25,2021-10-18
18001,1714,41,2021-11-01,2021-11-18
18002,3035,23,2020-08-01,2020-08-10
18003,1655,14,2024-05-08,2024-05-26
18004,1153,53,2021-09-15,2021-10-07
18005,4301,48,2022-08-08,2022-08-30
18006,2023,88,2023-05-06,2023-05-16
18007,1702,44,2020-10-18,2020-11-02
18008,3617,56,2023-04-21,2023-05-16
18009,1391,64,2020-10-11,2020-10-29
18010,1951,92,2019-10-31,2019-11-14
18011,4173,62,2021-12-24,2022-01-04
18012,3659,10,2020-12-25,2021-01-23
18013,4718,42,2019-10-26,2019-11-15
18014,1908,23,2022-04-12,2022-04-22
18015,2107,31,2019-11-16,2019-11-27
18016,3310,75,2023-01-04,2023-01-13
18017,4451,5,2022-05-18,2022-05-28
18018,2294,89,2022-02-07,2022-02-17
18019,2514,57,2022-06-25,2022-07-20
18020,1614,46,2022-01-27,2022-02-09
18021,4497,44,2022-12-30,2023-01-20
18022,2986,34,2023-10-03,2023-10-24
18023,3614,90,2021-08-19,2021-09-15
18024,2148,19,2019-12-16,2020-01-15
18025,1908,64,2020-06-22,2020-07-18
18026,1202,22,2023-08-04,2023-08-19
18027,2007,4,2019-09-22,2019-10-14
18028,3347,86,2020-12-01,2020-12-14
18029,3453,81,2019-08-20,2019-09-04
18030,4563,71,2021-02-12,2021-03-12
18031,1108,77,2019-11-27,2019-12-20
18032,3652,31,2022-09-27,2022-10-18
18033,1759,13,2020-09-29,2020-10-25
18034,3121,12,2020-02-08,2020-03-09
18035,4417,75,2020-10-22,2020-10-29
18036,3638,16,2023-05-28,2023-06-07
18037,4428,46,2021-02-13,2021-03-15
18038,2489,89,2021-01-14,2021-02-07
18039,1852,53,2023-03-18,2023-04-09
18040,3917,32,2024-04-30,2024-05-07
18041,2426,35,2020-10-24,2020-11-04
18042,2668,76,2020-12-12,2020-12-26
18043,1962,3,2019-06-22,2019-06-29
18044,1548,69,2020-10-11,2020-11-09
18045,1157,51,2021-11-12,2021-12-07
18046,2649,74,2021-06-17,2021-07-10
18047,4518,39,2024-03-31,2024-04-29
18048,2676,48,2020-11-25,2020-12-06
18049,4210,56,2023-02-03,2023-02-13
18050,4785,7,2023-06-21,2023-07-06
18051,3494,40,2024-03-30,2024-04-13
18052,3333,3,2023-09-09,2023-09-24
18053,1879,88,2022-09-05,2022-09-15
18054,3833,3,2023-08-11,2023-09-09
18055,2716,17,2021-08-04,2021-08-14
18056,4986,6,2019-12-30,2020-01-10
18057,3008,81,2024-04-13,2024-05-10
18058,2307,11,2022-11-16,2022-12-03
18059,4551,27,2019-09-10,2019-09-17
18060,3417,98,2021-08-25,2021-09-12
18061,2466,89,2021-10-22,2021-11-07
18062,1204,26,2022-09-24,2022-10-14
18063,2874,72,2021-09-21,2021-10-06
18064,4112,70,2020-12-08,2020-12-30
18065,2581,49,2020-11-26,2020-12-14
18066,2329,2,2023-08-26,2023-09-15
18067,3129,77,2019-07-31,2019-08-08
18068,1563,18,2023-01-15,2023-01-27
18069,4158,7,2021-05-12,2021-05-23
18070,2763,73,2022-12-11,2022-12-18
18071,4208,78,2020-11-04,2020-11-28
18072,1340,51,2020-08-15,2020-09-14
18073,2900,48,2022-03-22,2022-04-01
18074,3461,58,2020-10-18,2020-10-27
18075,1056,42,2020-02-02,2020-02-16
18076,1394,83,2024-04-18,2024-05-08
18077,4748,86,2022-09-18,2022-10-17
18078,4941,56,2023-05-13,2023-06-12
18079,4416,89,2020-04-12,2020-05-12
18080,4231,97,2020-03-25,2020-04-13
18081,3514,29,2022-08-20,2022-08-31
18082,4470,86,2019-05-23,2019-06-18
18083,3922,53,2021-01-05,2021-01-16
18084,4161,47,2023-04-20,2023-04-27
18085,1463,5,2022-04-06,2022-04-13
18086,1755,38,2022-08-18,2022-08-26
18087,4529,36,2021-02-23,2021-03-21
18088,3998,59,2020-12-08,2020-12-25
18089,4344,83,2022-09-15,2022-09-26
18090,4935,17,2020-12-19,2021-01-05
18091,3895,12,2023-11-18,2023-12-13
18092,1859,77,2020-04-11,2020-04-26
18093,2713,46,2020-04-12,2020-04-20
18094,3434,65,2020-03-31,2020-04-29
18095,4558,51,2020-04-14,2020-05-04
18096,1720,53,2023-02-20,2023-03-19
18097,4930,63,2023-06-09,2023-06-23
18098,4678,17,2021-10-27,2021-11-19
18099,3394,18,2024-02-18,2024-03-14
18100,4982,65,2021-07-21,2021-08-15
18101,4585,15,2020-02-25,2020-03-16
18102,3538,87,2023-12-21,2024-01-08
18103,3121,73,2019-10-31,2019-11-18
18104,2346,72,2023-09-10,2023-10-02
18105,3568,53,2023-01-14,2023-02-10
18106,2642,67,2022-03-21,2022-04-02
18107,1243,20,2022-10-09,2022-11-02
18108,4207,56,2021-07-02,2021-07-13
18109,3401,40,2021-12-03,2021-12-15
18110,3086,65,2021-05-24,2021-06-11
18111,3026,29,2019-08-02,2019-08-24
18112,4609,8,2020-10-31,2020-11-24
18113,3770,51,2021-11-19,2021-12-15
18114,4421,45,2021-03-18,2021-04-09
18115,2844,97,2020-08-28,2020-09-05
18116,2533,82,2019-09-05,2019-09-21
18117,1521,40,2020-11-11,2020-12-08
18118,1659,5,2019-06-03,2019-06-24
18119,3622,69,2022-03-05,2022-03-17
18120,3669,49,2022-07-11,2022-07-26
18121,2170,44,2020-04-29,2020-05-23
18122,1644,8,2019-07-23,2019-08-22
18123,4957,97,2021-12-04,2021-12-29
18124,1678,91,2023-08-14,2023-08-31
18125,3172,74,2019-08-06,2019-08-31
18126,2645,14,2022-05-05,2022-06-01
18127,2158,24,2020-06-11,2020-06-19
18128,3911,81,2021-06-13,2021-07-12
18129,1163,77,2021-05-30,2021-06-15
18130,2457,12,2020-06-30,2020-07-10
18131,1869,26,2021-01-02,2021-01-21
18132,1742,43,2024-04-20,2024-05-04
18133,4139,99,2022-04-23,2022-05-23
18134,2262,62,2021-02-20,2021-03-07
18135,1458,9,2023-08-19,2023-09-14
18136,3927,14,2023-11-06,2023-11-14
18137,2175,9,2022-01-17,2022-02-16
18138,2815,2,2024-04-14,2024-04-29
18139,4900,41,2021-04-05,2021-04-25
18140,2099,54,2023-02-17,2023-02-27
18141,1840,26,2019-09-17,2019-09-27
18142,1509,32,2023-03-27,2023-04-18
18143,2834,4,2019-07-15,2019-08-07
18144,4258,15,2020-04-20,2020-04-27
18145,1047,26,2021-08-12,2021-08-31
18146,2935,13,2022-08-03,2022-08-28
18147,2109,90,2022-04-22,2022-05-02
18148,3945,72,2023-08-04,2023-09-02
18149,1630,53,2023-11-05,2023-11-18
18150,3207,18,2023-03-06,2023-04-03
18151,4577,40,2023-03-25,2023-04-08
18152,3491,9,2020-01-13,2020-02-02
18153,3222,33,2021-12-14,2022-01-09
18154,4973,85,2020-10-30,2020-11-29
18155,3023,18,2022-11-21,2022-12-19
18156,4430,8,2020-01-12,2020-01-24
18157,3181,2,2022-04-14,2022-04-21
18158,4573,32,2021-03-29,2021-04-11
18159,2523,62,2024-01-15,2024-01-30
18160,4597,25,2020-01-04,2020-01-28
18161,2824,3,2023-08-07,2023-08-20
18162,2177,91,2022-10-04,2022-10-22
18163,2887,74,2022-12-01,2022-12-08
18164,2184,48,2022-03-07,2022-03-25
18165,4672,65,2021-05-31,2021-06-17
18166,3688,33,2020-12-21,2021-01-02
18167,1540,18,2019-11-10,2019-12-05
18168,3604,82,2023-01-11,2023-02-02
18169,3864,26,2020-08-15,2020-09-07
18170,1286,92,2022-08-27,2022-09-23
18171,1319,49,2022-11-24,2022-12-01
18172,1275,33,2020-01-18,2020-02-07
18173,1358,38,2021-08-30,2021-09-13
18174,1027,34,2022-07-08,2022-07-26
18175,4632,41,2019-12-17,2020-01-08
18176,1425,90,2024-02-23,2024-03-19
18177,2231,49,2023-04-18,2023-05-09
18178,2200,6,2020-04-15,2020-05-05
18179,3844,67,2023-10-24,2023-11-10
18180,3844,17,2021-08-18,2021-09-11
18181,1193,47,2023-05-08,2023-05-20
18182,3596,99,2021-06-06,2021-06-24
18183,4926,60,2022-03-26,2022-04-23
18184,3439,81,2024-01-11,2024-01-21
18185,3369,39,2021-06-11,2021-06-25
18186,1660,3,2023-06-24,2023-07-08
18187,2835,43,2023-04-03,2023-04-25
18188,2799,4,2019-12-18,2020-01-11
18189,4516,17,2020-07-19,2020-08-07
18190,3386,1,2024-03-07,2024-03-23
18191,1905,94,2024-04-06,2024-04-13
18192,3224,43,2020-05-13,2020-05-22
18193,3873,33,2022-02-08,2022-02-19
18194,4325,92,2022-08-17,2022-08-30
18195,1964,88,2020-05-29,2020-06-10
18196,4562,7,2023-02-25,2023-03-27
18197,2566,16,2021-05-10,2021-06-09
18198,1368,11,2024-02-08,2024-02-17
18199,2624,23,2024-01-29,2024-02-10
18200,2047,31,2021-04-19,2021-05-13
18201,4225,56,2021-10-04,2021-10-22
18202,2778,55,2019-12-17,2019-12-25
18203,1631,93,2019-06-29,2019-07-12
18204,1028,57,2022-07-28,2022-08-19
18205,2656,29,2023-12-06,2023-12-24
18206,4759,96,2024-02-16,2024-02-24
18207,2029,74,2023-05-20,2023-05-27
18208,1809,83,2022-04-02,2022-04-26
18209,4000,80,2022-02-11,2022-02-23
18210,1846,54,2023-07-31,2023-08-20
18211,2619,50,2019-08-16,2019-09-14
18212,2721,7,2021-12-15,2021-12-31
18213,4080,15,2023-12-04,2023-12-13
18214,3694,96,2019-07-22,2019-08-05
18215,1276,44,2021-06-06,2021-06-29
18216,4928,85,2019-09-05,2019-09-17
18217,3356,85,2023-10-24,2023-11-12
18218,3990,96,2020-12-02,2020-12-31
18219,1267,87,2023-05-13,2023-05-28
18220,1799,33,2020-08-18,2020-09-12
18221,4438,54,2023-06-12,2023-06-20
18222,4459,50,2020-01-15,2020-02-05
18223,4225,58,2021-02-28,2021-03-22
18224,1342,49,2023-02-22,2023-03-19
18225,3259,80,2021-12-09,2022-01-08
18226,4773,95,2021-04-11,2021-04-25
18227,3168,36,2021-12-27,2022-01-05
18228,1858,6,2020-11-18,2020-12-01
18229,2978,88,2019-07-21,2019-08-14
18230,1628,48,2021-04-27,2021-05-08
18231,2154,55,2023-04-21,2023-05-02
18232,3056,56,2022-01-15,2022-01-30
18233,3247,99,2023-09-09,2023-09-29
18234,3141,62,2021-02-21,2021-03-12
18235,4786,49,2020-10-27,2020-11-25
18236,1248,80,2022-07-08,2022-08-05
18237,3278,31,2023-12-18,2023-12-29
18238,3313,85,2023-01-21,2023-02-15
18239,3010,81,2019-12-13,2020-01-05
18240,2202,48,2020-08-04,2020-08-20
18241,2330,99,2021-03-13,2021-04-11
18242,2811,33,2019-06-21,2019-07-04
18243,2504,85,2021-10-22,2021-10-29
18244,1750,8,2021-01-02,2021-01-23
18245,1344,16,2021-10-17,2021-11-04
18246,2735,36,2022-02-26,2022-03-12
18247,2631,85,2019-10-02,2019-10-29
18248,2416,34,2023-08-21,2023-08-29
18249,1447,40,2022-06-15,2022-07-07
18250,1506,16,2022-05-16,2022-06-13
18251,4758,14,2019-11-30,2019-12-17
18252,4088,38,2021-03-10,2021-04-04
18253,4333,73,2021-06-11,2021-06-30
18254,3013,28,2023-05-13,2023-05-26
18255,3914,71,2021-04-05,2021-04-23
18256,3902,24,2023-07-21,2023-08-04
18257,4690,29,2023-07-28,2023-08-23
18258,1469,82,2023-04-21,2023-05-12
18259,2744,81,2022-06-24,2022-07-08
18260,4609,45,2020-12-18,2020-12-27
18261,2861,82,2023-04-22,2023-05-05
18262,3752,72,2021-09-05,2021-09-27
18263,4129,67,2021-08-28,2021-09-13
18264,1577,88,2022-06-09,2022-06-21
18265,2800,21,2022-07-16,2022-07-25
18266,4986,37,2023-05-28,2023-06-16
18267,1379,12,2022-08-24,2022-09-19
18268,3558,70,2021-06-06,2021-06-17
18269,4015,81,2021-09-27,2021-10-17
18270,4022,28,2022-11-18,2022-11-25
18271,2455,91,2022-02-11,2022-03-12
18272,4043,18,2021-10-05,2021-11-04
18273,4156,53,2020-02-17,2020-03-14
18274,2727,84,2020-06-18,2020-07-09
18275,2851,52,2022-09-03,2022-10-03
18276,3146,60,2020-03-19,2020-03-31
18277,2922,56,2019-09-26,2019-10-19
18278,2860,100,2023-04-10,2023-04-27
18279,4726,49,2023-10-17,2023-10-27
18280,2751,100,2022-06-25,2022-07-05
18281,4527,95,2020-02-19,2020-03-15
18282,3019,91,2022-10-04,2022-11-03
18283,1461,100,2019-12-02,2019-12-24
18284,2798,81,2022-08-18,2022-09-06
18285,1372,94,2019-07-14,2019-08-12
18286,2873,57,2022-08-08,2022-08-19
18287,3464,7,2020-12-11,2021-01-07
18288,3935,56,2024-04-28,2024-05-06
18289,3178,89,2022-05-08,2022-05-22
18290,2604,35,2021-02-19,2021-03-10
18291,3832,44,2021-12-17,2022-01-07
18292,1043,66,2021-07-27,2021-08-15
18293,1007,94,2023-06-02,2023-06-30
18294,4281,15,2020-04-02,2020-04-21
18295,3527,28,2019-12-27,2020-01-03
18296,4283,24,2021-01-10,2021-01-24
18297,2656,30,2022-07-19,2022-08-12
18298,4669,68,2022-09-01,2022-09-25
18299,3152,34,2021-10-01,2021-10-15
18300,1267,62,2023-11-16,2023-12-04
18301,1783,6,2022-04-22,2022-05-09
18302,2719,97,2022-03-24,2022-04-14
18303,3759,71,2019-06-07,2019-06-30
18304,1908,82,2024-03-10,2024-04-01
18305,1698,18,2024-02-19,2024-03-02
18306,1099,83,2021-05-26,2021-06-22
18307,1508,90,2020-07-27,2020-08-03
18308,1786,51,2022-03-07,2022-03-22
18309,1306,11,2020-08-16,2020-09-07
18310,3876,19,2020-07-17,2020-08-12
18311,3393,32,2021-10-18,2021-11-05
18312,2084,48,2019-09-04,2019-09-30
18313,2909,67,2021-05-04,2021-05-12
18314,4475,14,2022-05-10,2022-06-08
18315,2963,25,2019-05-30,2019-06-26
18316,2794,61,2021-02-11,2021-03-12
18317,1342,41,2021-12-02,2021-12-10
18318,1719,41,2020-01-07,2020-02-01
18319,4755,27,2024-01-31,2024-02-21
18320,2642,29,2021-06-03,2021-06-10
18321,4711,20,2022-11-04,2022-11-17
18322,2293,41,2023-08-19,2023-09-05
18323,2692,93,2019-11-14,2019-12-04
18324,4341,97,2023-08-06,2023-08-24
18325,2678,6,2021-03-04,2021-03-18
18326,4721,53,2019-06-18,2019-06-29
18327,4667,41,2023-05-30,2023-06-26
18328,4583,97,2022-07-10,2022-07-30
18329,2231,59,2020-07-14,2020-08-03
18330,3280,11,2021-12-17,2021-12-27
18331,4374,48,2023-05-24,2023-06-08
18332,4500,3,2022-10-27,2022-11-25
18333,3041,38,2020-06-03,2020-06-13
18334,3226,25,2020-02-25,2020-03-25
18335,3903,53,2022-06-30,2022-07-29
18336,4944,78,2022-12-17,2023-01-07
